lang,doc_key,from_id,to_id,text,author_name,year_birth,year_death,from_placename,from_latitude,from_longitude,from_type,from_type_d,to_placename,to_latitude,to_longitude,to_type,to_type_d,text_long,id_short
fr,ARV12,Q220,Q69194,de Rome à le Simplon,"ARVERS, Félix",1806,1850,Rome,41.893055555556,12.482777777778,city,city,Simplon,46.2,8.05,city,city," Pour l' éternité de l' enfer !# O vous , bandits , larrons d' Italie ou d' Espagne ,# Hôtes dés grands chemins , qui courez la campagne# De Tarente à Venise , et de Rome à le Simplon ;# Et vous , concitoyens , voleurs de ma patrie .# Qui , les cheveux rasés et l' épaule flétrie .# Ramiez dans Brest ou dans Toulon !",fr-318
fr,ARV14,Q159987,Q13522657,De l' Artois jusqu' à le Roussillon,"ARVERS, Félix",1806,1850,Artois,50.5,2.5,region,region,Roussillon,42.5,2.75,region,region," « Les astres ont parlé : qui sait entendre , entende !# Ils ont nommé ce vieux Gaspard de Châtillon :# Ils veulent qu' en un jour ma vengeance s' étende# De l' Artois jusqu' à le Roussillon .# Les pieux défenseurs de la foi chancelante# D' une guerre déjà trop lente# Ont assez couru les hasards :",fr-320
fr,BAN20,Q27,Q48,de l' Irlande à l' Asie,"BANVILLE, Théodore",1823,1891,Republic of Ireland,53,-8,country,country,Asia,43.6811111111111,87.3311111111111,continent,continent," S' illuminait de neige et d' iris prismatiques ,# Et , comme la lumière , un doux parfum éclos# Semblait briller de même et rayonner à flots .# Chaque climat lointain , de l' Irlande à l' Asie ,# Avait donné son luxe ou bien sa fantaisie :# Qui ses surtouts d' argent , qui son oiseau vermeil ,# Qui ses fruits veloutés à le baiser de le soleil .",fr-360
fr,BAN34,Q229,Q207239,de les flots vint de Cypre à Cythère,"BANVILLE, Théodore",1823,1891,Cyprus,35,33,country,country,Kythira,36.2575,22.9975,island,island," Sur l' épaule de les flots vint de Cypre à Cythère ,# Et que ses pieds polis , en caressant la terre ,# À chacun de ses pas laissèrent un trésor .# L' oiseau vermeil , qui chante en prenant son essor ,",fr-374
fr,BAN120,Q233733,Q207239,De Ferney jusqu' à Cythère,"BANVILLE, Théodore",1823,1891,Ferney-Voltaire,46.255833333333,6.1080555555556,city,city,Kythira,36.2575,22.9975,island,island," Qui veut , dans son monastère ,# Jeter Pindare à l' égout ?# Un tout petit pamphlétaire .# De Ferney jusqu' à Cythère ,# On rit de voir jusqu' à le bout# Un tout petit pamphlétaire",fr-464
fr,BAN138,Q56761602,Q1141295,de Leuctres à Thespies,"BANVILLE, Théodore",1823,1891,Leuctra,38.2567,23.1717,village,village,Thespiae,38.2935,23.1549,ancient city,ancient city," Sur le chemin qui va de Leuctres à Thespies ,# Un antre affreux s' ouvrait , sinistre , horrible à voir .# De les buissons monstrueux tombaient de son flanc noir# Hérissés et touffus comme une chevelure ,",fr-482
fr,BAN169,Q235297,Q6593,de Tréguier jusqu' à Vannes,"BANVILLE, Théodore",1823,1891,Tréguier,48.785,-3.2325,village,village,Vannes,47.655,-2.7616666666667,city,city," Sur la lande où sont les fleurs d' or .# Heureux qui resta pur en ces âges profanes !# Longtemps les jeunes paysannes# Répéteront tes vers , de Tréguier jusqu' à Vannes !# Ton poëme , génie ailé ,# Volera sur le Scorf et sur le doux Éllé ,# À les voix de leurs brises mêlé .",fr-513
fr,BAN537,Q41183,Q956,"d' Alep et d' Ispahan , À le Chinois que Pékin","BANVILLE, Théodore",1823,1891,Aleppo,36.2,37.16,city,city,Beijing,39.90403,116.407526,city,city," Bref , à tous les autres aussi .# À le Russe , à le Valaque , à le Persan ,# À le Lapon courbé dans sa hutte ,# À les gens d' Alep et d' Ispahan ,# À le Chinois que Pékin députe ,# À le Tova peint en gomme-gutte ,# À le Montmartrois , de froid transi ,# Qui demeure sur une butte ,",fr-877
fr,BAN537,Q1367759,Q956,"d' Alep et d' Ispahan , À le Chinois que Pékin","BANVILLE, Théodore",1823,1891,Isfahan Province,32.6577,51.6692,region,region,Beijing,39.90403,116.407526,city,city," Bref , à tous les autres aussi .# À le Russe , à le Valaque , à le Persan ,# À le Lapon courbé dans sa hutte ,# À les gens d' Alep et d' Ispahan ,# À le Chinois que Pékin députe ,# À le Tova peint en gomme-gutte ,# À le Montmartrois , de froid transi ,# Qui demeure sur une butte ,",fr-877
fr,BAN551,Q19686,Q10965,De la Tamise jusqu' à l' Èbre,"BANVILLE, Théodore",1823,1891,River Thames,51.6944444444444,-2.02972222222222,river,river,Ebro,40.728527124206,0.86929321289062,river,river," Je chanterai , car c' est mon plan ,# Le Petit-Crevé , dont j' accorde# La découverte à Roqueplan .# De la Tamise jusqu' à l' Èbre ,# On voit bâiller son pâle Ennui :# Comme crevé , l' Œil que célèbre# Hervé — n' est rien auprès de lui .",fr-891
fr,BAN645,Q845909,Q325946,"de la Scythie Fort connu , comme à Landerneau","BANVILLE, Théodore",1823,1891,Scythia,44.94278,34.12056,region,historic region,Landerneau,48.450833333333,-4.2494444444444,city,city," Mon maître , à le fond de la Scythie# Fort connu , comme à Landerneau ,# Aimait l' araignée et l' ortie .# Et pourquoi ? Parce qu' on les hait .# Pour moi , j' aime , épris de chimères ,",fr-984
fr,BEA6,Q9427,Q259203,"De Tombouctou , jusqu’ à le Raincy","BEAUCLAIR, Henri",1860,1919,Timbuktu,16.773333055556,-2.9994438888889,city,city,Le Raincy,48.899166666667,2.5230555555556,city,city," Ne sut point garder sa parole .# Il en sera toujours ainsi ,# Tant que le monde sera monde .# De Tombouctou , jusqu’ à le Raincy ,# Il en sera toujours ainsi .# Tant que Cupidon , beau prince , y# Piquera la brune et la blonde !",fr-1459
fr,BOI9,Q90,Q419,De Paris à le Pérou,"BOILEAU-DESPRÉAUX, Nicolas",1636,1711,Paris,48.8566666666667,2.35222222222222,city,city,Peru,-9.4,-76,country,country," Qui marchent sur la terre , ou nagent dans la mer ,# De Paris à le Pérou , de le Japon jusqu' à Rome ,# Le plus sot animal , à mon avis , c' est l' homme .# « Quoi ? dira -t-on d' abord , un ver , une fourmi ,# Un insecte rampant qui ne vit qu' à demi ,",fr-1722
fr,BOI9,Q17,Q220,de le Japon jusqu' à Rome,"BOILEAU-DESPRÉAUX, Nicolas",1636,1711,Japan,35,136,country,country,Rome,41.893055555556,12.482777777778,city,city," Qui marchent sur la terre , ou nagent dans la mer ,# De Paris à le Pérou , de le Japon jusqu' à Rome ,# Le plus sot animal , à mon avis , c' est l' homme .# « Quoi ? dira -t-on d' abord , un ver , une fourmi ,# Un insecte rampant qui ne vit qu' à demi ,",fr-1722
fr,BOI22,Q10965,Q5089,de l' Èbre jusqu' à le Gange,"BOILEAU-DESPRÉAUX, Nicolas",1636,1711,Ebro,40.728527124206,0.86929321289062,river,river,Ganges,30.1451,78.5974,river,river," Seignelay , c' est en vain qu' un ridicule auteur ,# Prêt à porter ton nom de l' Èbre jusqu' à le Gange ,# Croit te prendre à les filets d' une sotte louange ;# Aussitôt ton esprit , prompt à se révolter ,# S' échappe , et rompt le piège où l'on veut l' arrêter .",fr-1735
fr,BOI36,Q208267,Q12631,"De leur enceinte fameuse La Sambre , unie à la Meuse","BOILEAU-DESPRÉAUX, Nicolas",1636,1711,Sambre,50.4619,4.8708,river,river,Meuse,48.965555555556,5.3777777777778,region,region," Qui sur ces rocs sourcilleux ,# Ont , compagnons de fortune ,# Bâti ces murs orgueilleux ?# De leur enceinte fameuse# La Sambre , unie à la Meuse ,# Défend le fatal abord ;# Et par cent bouches horribles ,# L' airain sur ces monts terribles",fr-1749
fr,BOI36,Q171009,Q90,"de la Drave soumise , Jusqu' à Paris","BOILEAU-DESPRÉAUX, Nicolas",1636,1711,Drava,45.543888888889,18.926666666667,river,river,Paris,48.8566666666667,2.35222222222222,city,city," Où sont ces chefs pleins d' audace ,# Jadis si prompts à marcher ,# Qui devaient , de la Tamise ,# Et de la Drave soumise ,# Jusqu' à Paris nous chercher ?# Cependant , l' effroi redouble# Sur les remparts de Namur ;# Son gouverneur , qui se trouble ,",fr-1749
fr,BOI60,Q90,Q1353,De Paris à Delhi,"BOILEAU-DESPRÉAUX, Nicolas",1636,1711,Paris,48.8566666666667,2.35222222222222,city,city,Delhi,28.666666666667,77.216666666667,city,city,"De Paris à Delhi , de le couchant à l' aurore ,# Ce fameux voyageur courut plus d' une fois ;# De l' Inde et de l' Hydaspe il fréquenta les rois ;# Et sur les bords de le Gange on le révère encore .",fr-1773
fr,BOU1,Q1548355,Q34925,De le quartier de Suburre à le mont Capitolin,"BOUILHET, Louis",1821,1869,Suburra,41.896667,12.496667,city part,city part,Capitoline Hill,41.893333333333,12.483055555556,city part,city part," De le quartier de Suburre à le mont Capitolin ,# Le cothurne à la grecque et la toge de lin ,# Le plus beau fut Paulus ; c' est ainsi que se nomme# Le héros de ces vers , et je vous dirai comme",fr-1850
fr,BOU1,Q1548355,Q34925,de Suburre à le mont Capitolin,"BOUILHET, Louis",1821,1869,Suburra,41.896667,12.496667,city part,city part,Capitoline Hill,41.893333333333,12.483055555556,city part,city part," De le quartier de Suburre à le mont Capitolin ,# Le cothurne à la grecque et la toge de lin ,# Le plus beau fut Paulus ; c' est ainsi que se nomme# Le héros de ces vers , et je vous dirai comme",fr-1850
fr,BRB40,Q84,Q17,de Londre à le Japon,"BARBIER, Auguste",1805,1882,London,51.507222222222,-0.1275,city,city,Japan,35,136,country,country," Mais une autre femelle à le visage éhonté ,# Un enfant de l' orgueil , l' ardente vanité ,# Ce monstre qui chez nous sous mille formes brille ,# Et de Londre à le Japon pousse mainte famille# À sans cesse lutter de luxe et de splendeur ,# À le prix de la fortune et souvent de l' honneur .# Ah ! Par elle mon père a vu son opulence",fr-2010
fr,BRI11,Q235297,Q6593,de Tréguier jusqu' à Vannes,"BRIZEUX, Auguste",1803,1858,Tréguier,48.785,-3.2325,village,village,Vannes,47.655,-2.7616666666667,city,city," Ravi sa dure écorce à plus d' un houx sauvage ,# Et sur les chênes verts , de rameaux en rameaux ,# Visité dans leurs nids les petits de les oiseaux .# En Armorique enfin , de Tréguier jusqu' à Vannes ,# Il est dans nos cantons de jeunes paysannes ,# Habitantes de les bois ou bien de le bord de les mers ,# Toutes belles ; leurs dents sont blanches , leurs yeux clairs ;",fr-2047
fr,BRI25,Q202368,Q235382,de Morlaix et deux à Kemperlé,"BRIZEUX, Auguste",1803,1858,Morlaix,48.5775,-3.8277777777778,city,city,Quimperlé,47.872777777778,-3.5497222222222,city,city," Elles venaient souvent me voir à le presbytère :# Le nom qu' elles portaient alors , je dois le taire ,# Toutes trois aujourd'hui marchent le front voilé ,# Une près de Morlaix et deux à Kemperlé ;# Mais je sais qu' en leur cloître elles me sont fidèles ,# Elles ont prié Dieu pour moi qui parle d' elles .# Chez mon ancien curé , l' été , d' un lieu voisin ,",fr-2061
fr,BRI26,Q71661,Q235382,De Lo'- Christ à Kemperlé,"BRIZEUX, Auguste",1803,1858,Inzinzac-Lochrist,47.843611111111,-3.2669444444444,village,village,Quimperlé,47.872777777778,-3.5497222222222,city,city," Lorsqu' elle entra , blonde enfant ,# À le couvent .# Non ! Dans toute la Cornouaille ,# De Lo'- Christ à Kemperlé# Sur l' Ellé ,# Il n' est œil noir qui la vaille ,# Cœur plus aimant que le sien ,",fr-2062
fr,BRI89,Q913286,Q82670,"de le Mugnoné , de Florence à Fiésole","BRIZEUX, Auguste",1803,1858,Mugnone,43.790094,11.196478,river,river,Fiesole,43.8,11.3,city,city," Où plane comme un dieu l’ héritier d’ Occismor ,# Durement retombé de les sphères idéales ,# Pourra -t-il respirer encor ?# Le long de le Mugnoné , de Florence à Fiésole# je m’ en vais , attachant mes yeux sur chaque saule ;# Je passe le torrent , sur son lit desséché# Je m’ incline , et sans voir je reste ainsi penché ;",fr-2125
fr,BRI89,Q2044,Q82670,"de le Mugnoné , de Florence à Fiésole","BRIZEUX, Auguste",1803,1858,Florence,43.771388888889,11.254166666667,city,city,Fiesole,43.8,11.3,city,city," Où plane comme un dieu l’ héritier d’ Occismor ,# Durement retombé de les sphères idéales ,# Pourra -t-il respirer encor ?# Le long de le Mugnoné , de Florence à Fiésole# je m’ en vais , attachant mes yeux sur chaque saule ;# Je passe le torrent , sur son lit desséché# Je m’ incline , et sans voir je reste ainsi penché ;",fr-2125
fr,BRI89,Q913286,Q2044,"de le Mugnoné , de Fiésole à Florence","BRIZEUX, Auguste",1803,1858,Mugnone,43.790094,11.196478,river,river,Florence,43.771388888889,11.254166666667,city,city," Me voici dans Fiésole ; et le soir , à le retour ,# Mon cœur qui se souvient s’ emplit encor d’ amour :# Longtemps il reviendra , dans ses jours de souffrance ,# Le long de le Mugnoné , de Fiésole à Florence .# « On revient sans ennui par un si doux chemin ,# Disait le prince , errant sous de les berceaux de roses ;# Et les choses d’ hier plairont encor demain ,",fr-2125
fr,BRI89,Q82670,Q2044,"de le Mugnoné , de Fiésole à Florence","BRIZEUX, Auguste",1803,1858,Fiesole,43.8,11.3,city,city,Florence,43.771388888889,11.254166666667,city,city," Me voici dans Fiésole ; et le soir , à le retour ,# Mon cœur qui se souvient s’ emplit encor d’ amour :# Longtemps il reviendra , dans ses jours de souffrance ,# Le long de le Mugnoné , de Fiésole à Florence .# « On revient sans ennui par un si doux chemin ,# Disait le prince , errant sous de les berceaux de roses ;# Et les choses d’ hier plairont encor demain ,",fr-2125
fr,BRJ55,Q1653,Q40855,De le Danube à le Dniéper,"BARBIER, Jules",1825,1901,Danube,48.0951111111111,8.15488888888889,river,river,Dnieper,46.4964,32.2872,river,river," Menace de tout embraser !# L' Europe voit surgir une race hardie ,# Qui semble prête à l' écraser !# De le Danube à le Dniéper , de la Tamise à le Tibre ,# Courent de les oscillations ;# La chûte de la France emporte l' équilibre# Qui soutenait les nations !",fr-2242
fr,BRJ55,Q19686,Q13712,de la Tamise à le Tibre,"BARBIER, Jules",1825,1901,River Thames,51.6944444444444,-2.02972222222222,river,river,Tiber,41.740555555556,12.233333333333,river,river," Menace de tout embraser !# L' Europe voit surgir une race hardie ,# Qui semble prête à l' écraser !# De le Danube à le Dniéper , de la Tamise à le Tibre ,# Courent de les oscillations ;# La chûte de la France emporte l' équilibre# Qui soutenait les nations !",fr-2242
fr,CAM24,Q1469,Q187843,de la Loire à les Vosges,"CAMP, Aimé",1812,1899,Loire,47.27,-2.1844444444444,river,river,Vosges Mountains,48,7,mountain,mountain," Notre foi , notre amour , c’ est la sainte Patrie ,# Découvrant à nos yeux sa mamelle meurtrie ,# Qui nous a nourris de son lait .# Honte à qui songe à soi , quand de la Loire à les Vosges ,# Nos plus belles cités ne sont plus que de les bauges# Où se vautre le sanglier ;# Quand un royal brigand a son lit dans Versaille ,",fr-2735
fr,CHE78,Q41,Q183150,"de la Grèce , à Colchos","CHÉNIER, André",1762,1794,Greece,38.5,23,country,country,Colchis,42.26666667,42,ancient region,ancient region," L' océan éternel où bouillonne la vie .# Ainsi , quand de l' Euxin la déesse étonnée# Vit de le premier vaisseau son onde sillonnée ,# À les héros de la Grèce , à Colchos appelés ,# Orphée expédiait les mystères sacrés# Dont sa mère immortelle avait daigné l' instruire .# Près de la poupe assis , appuyé sur sa lyre ,",fr-2914
fr,CHE80,Q130135,Q822,De l' Atlas à le Liban,"CHÉNIER, André",1762,1794,Atlas Mountains,31.0619444444444,-7.91611111111111,mountain,mountain,Lebanon,33.833333,35.766667,country,country," Parcoure l' ancien monde et traverse les mers :# Rome antique partout , Rome , Rome immortelle ,# Vit et respire , et tout semble vivre par elle .# De l' Atlas à le Liban , de l' Euphrate à le Bétis ,# De le Tage à le Rhin glacé , de l' Elbe à le Tanaïs ,# Et de les flots de l' Euxin à ceux de l' Hyrcanie ,# Partout elle a gravé le sceau de son génie .",fr-2916
fr,CHE80,Q34589,Q14309,de l' Euphrate à le Bétis,"CHÉNIER, André",1762,1794,Euphrates,31.0043,47.442,river,river,Guadalquivir,36.7913,-6.3567,river,river," Parcoure l' ancien monde et traverse les mers :# Rome antique partout , Rome , Rome immortelle ,# Vit et respire , et tout semble vivre par elle .# De l' Atlas à le Liban , de l' Euphrate à le Bétis ,# De le Tage à le Rhin glacé , de l' Elbe à le Tanaïs ,# Et de les flots de l' Euxin à ceux de l' Hyrcanie ,# Partout elle a gravé le sceau de son génie .",fr-2916
fr,CHE80,Q14309,Q584,"de l' Euphrate à le Bétis , De le Tage à le Rhin","CHÉNIER, André",1762,1794,Guadalquivir,36.7913,-6.3567,river,river,Rhine,47.6662,9.1786,river,river," Parcoure l' ancien monde et traverse les mers :# Rome antique partout , Rome , Rome immortelle ,# Vit et respire , et tout semble vivre par elle .# De l' Atlas à le Liban , de l' Euphrate à le Bétis ,# De le Tage à le Rhin glacé , de l' Elbe à le Tanaïs ,# Et de les flots de l' Euxin à ceux de l' Hyrcanie ,# Partout elle a gravé le sceau de son génie .# Partout de longs chemins , de les temples , de les cités ,",fr-2916
fr,CHE80,Q1644,Q1229,de l' Elbe à le Tanaïs,"CHÉNIER, André",1762,1794,Elbe,50.8875,14.2330555555556,river,river,Don,47.0864,39.2386,river,river," Rome antique partout , Rome , Rome immortelle ,# Vit et respire , et tout semble vivre par elle .# De l' Atlas à le Liban , de l' Euphrate à le Bétis ,# De le Tage à le Rhin glacé , de l' Elbe à le Tanaïs ,# Et de les flots de l' Euxin à ceux de l' Hyrcanie ,# Partout elle a gravé le sceau de son génie .# Partout de longs chemins , de les temples , de les cités ,",fr-2916
fr,CHF7,Q597,Q148,de Lisbonne à la Chine,"CHAMFORT, Sébastien-Roch-Nicolas",1741,1794,Lisbon,38.708042,-9.139016,city,city,People's Republic of China,35.8447222222222,103.451944444444,country,country," Le fléau le plus destructeur .# Quand ce globe a craint sa ruine ,# Quand de les feux voisins de les enfers# Grondaient de Lisbonne à la Chine# Et soulevaient le sein de les mers ,# Les assassinats de la guerre# Désolaient , saccageaient la terre ;",fr-2940
fr,CHF36,Q15682,Q1461,de Cadix à Manille,"CHAMFORT, Sébastien-Roch-Nicolas",1741,1794,Cádiz,36.535,-6.2975,city,city,Manila,14.5958333333333,120.977222222222,city,city," Dont le livret , lu dans chaque famille ,# D’ un jacobin vu , revu , paraphé ,# Va sur les mers , pieuse pacotille ,# Charmer , ravir , de Cadix à Manille ,# Ses heureux saints qui prennent leur café .# Vous conviendrez que maintenant l’ Espagne# Avec honneur peut ouvrir la campagne ,",fr-2968
fr,CRB48,Q195958,Q17812,De Tolose à le Guadalété,"CORBIÈRE, Tristan",1845,1875,Toulouzette,43.755833333333,-0.68611111111111,village,village,Guadalete,36.578888888889,-6.2415361111111,river,river," — Par Saint-Joseph ! Senor , que faites-vous ici ? —# — Mais … pas grand' chose et toi , merci .# — C' est pour votre plaisir ? … — Je damne les alcades# De Tolose à le Guadalété !# — Il est un violon , là-bas sous les arcades …# — ça : n' as-tu jamais arrêté# Musset … musset pour sérénade ?",fr-3482
fr,CRB70,Q6582,Q9427,De Carcassonne à Tombouctou,"CORBIÈRE, Tristan",1845,1875,Carcassonne,43.215833333333,2.3513888888889,castle/fort,castle,Timbuktu,16.773333055556,-2.9994438888889,city,city," Et le mal de le pays me ronge …# De le pays que je n' ai pas vu .# Que les moutons suivent leur route ,# De Carcassonne à Tombouctou …# — Moi , ma route me suit . Sans doute# Elle me suivra n' importe où .# Mon pavillon sur moi frissonne ,",fr-3504
fr,CRO168,Q1479,Q6555,de Bordeaux à Narbonne,"CROS, Charles",1842,1888,Bordeaux,44.837777777778,-0.57944444444444,city,city,Narbonne,43.184722222222,3.0036111111111,city,city,,fr-3703
fr,CRO168,Q1479,Q6555,de le canal de Bordeaux à Narbonne,"CROS, Charles",1842,1888,Bordeaux,44.837777777778,-0.57944444444444,city,city,Narbonne,43.184722222222,3.0036111111111,city,city," Toulouse triomphale héberge l' univers# Sous ses palais de brique et ses peupliers verts .# Et la flûte soupire et la harpe résonne# Sur les bords de le canal de Bordeaux à Narbonne .# Je chante , ô ma Patrie , en de les vers doux et lents ,# La ceinture d' azur attachée à tes flancs .# De l' Océan , voici venir en sens inverse",fr-3703
fr,DAN13,Q10305,Q162615,De Saragosse à Carthagène,"DANTIN, Louis",1865,1945,Zaragoza,41.65,-0.88333333333333,region,region,Cartagena,37.6,-0.98194444444444,city,city," Guère# À le sol indolent où Madrid# Rit .# De Saragosse à Carthagène# Gêne !# Pour le troupier , pour le marin ,# Rien !",fr-3717
fr,DAU19,Q1851236,Q330564,de le Temple à la Madeleine,"DAUDET, Alphonse",1840,1897,Boulevard du Temple,48.863288888889,2.3665083333333,city part,city part,La Madeleine,48.87,2.32444444444444,city part,city part," Le rire à les dents , l’ amour à les lèvres .# Ce jour -là , jour inusité .# Il faisait un vrai temps d’ été ,# Et de le Temple à la Madeleine# La vieille Lutèce était pleine# De soleil et d’ activité .# Ce fut Sarah qui , la première ,",fr-3754
fr,DLP26,Q1471,Q1469,de la Seine à la Loire,"DELPIT, Albert",1849,1893,Seine,49.434722222222,0.1175,river,river,Loire,47.27,-2.1844444444444,river,river," Que pour sentir qu' il doit être suivi par d' autres !# Paris doit imiter Orléans : il le faut !# Le premier pas est fait ; eh bien ! montons plus haut !# Orléans , Tours , Paris : de la Seine à la Loire ,# France !",fr-4408
fr,DLP29,Q184371,Q22690,De Sedan qu' on trahit à Metz,"DELPIT, Albert",1849,1893,Sedan,49.701944444444,4.9402777777778,city,city,Metz,49.119722222222,6.1769444444444,city,city, Fais couler de la ville à le pays de le labour# Le sang de Woerth après le sang de Wissembourg !# Fais tomber cet espoir qui toujours se redonne# De Sedan qu' on trahit à Metz qu' on abandonne !# Va toujours ! viens cerner Paris entre ses forts ;# Fais-lui comme ceinture un vaste champ de morts# Tombés pour son orgueil et pour sa délivrance ;,fr-4411
fr,DUC67,Q5089,Q6514,De le Gange à l' Hellespont,"DUCROS, Alexandre",1830,1906,Ganges,30.1451,78.5974,river,river,Dardanelles,40.2,26.4,strait (water),strait (water)," Chacun gardait ses morts , craignant qu' en d' autres lieux ,# On ne sut protéger leurs restes précieux ,# Et non pas seulement de le temps où Rome libre ,# De le Gange à l' Hellespont faisait régner le Tibre ?# Non , je n' en parle pas , mais de le temps détesté ,# Où Rome dans les fers pleurait sa liberté .# On prenait à ses fils et leurs biens et leur vie ,",fr-5686
fr,DUN1,Q519640,Q1060595,de Rosbach à Valmy,"DUNESME, Henri",1845,1927,Braunsbedra,51.283333333333,11.9,city,city,Valmy,49.084444444444,4.7736111111111,village,village," La haine , grandissant après chaque défaite ,# De le vaincu frémissant relèvera la tête .# L' univers , emporté par un vent ennemi ,# Roulera sans repos de Rosbach à Valmy ,# D' Auwerstædt à Sedan , jusqu' à le jour où par terre# Le dernier de les vainqueurs périra de misère .# Est -ce ce que tu veux ?",fr-5771
fr,DUN1,Q552165,Q184371,D' Auwerstædt à Sedan,"DUNESME, Henri",1845,1927,Auerstedt,51.099444444444,11.5875,village,village,Sedan,49.701944444444,4.9402777777778,city,city," De le vaincu frémissant relèvera la tête .# L' univers , emporté par un vent ennemi ,# Roulera sans repos de Rosbach à Valmy ,# D' Auwerstædt à Sedan , jusqu' à le jour où par terre# Le dernier de les vainqueurs périra de misère .# Est -ce ce que tu veux ?# Ce sont de sots propos .",fr-5771
fr,FLE14,Q173695,Q3561,d' Épinal à Alger,"FLEURET, Fernand",1883,1945,Épinal,48.173611111111,6.4516666666667,city,city,Algiers,36.776388888889,3.0586111111111,city,city," Fantassins , venus d' Épinal à Alger ,# Dont les pieds , fouleurs de sables étrangers ,# N' ont plus les ronds de bois de les jours de revue .# Les bombes font de les nuages ronds et délicats .",fr-5874
fr,GAU14,Q85,Q216,de le Caire à Wilna,"GAUTIER, Théophile",1811,1872,Cairo,30.0444444444444,31.2358333333333,city,city,Vilnius,54.6872222222222,25.28,city,city," Si leurs mains tremblent , c' est sans doute# De le froid de la Bérésina ;# Et s' ils boitent , c' est que la route# Est longue de le Caire à Wilna ;# S' ils sont perclus , c' est qu' à la guerre# Les drapeaux étaient leurs seuls draps ;# Et si leur manche ne va guère ,",fr-6046
fr,GAU116,Q20,Q135028,De la Norwége à la Nubie,"GAUTIER, Théophile",1811,1872,Norway,65,11,country,country,Nubia,18.9508,32.2558,region,region," Enfant léger de l' Arabie ,# A la crinière longue , à l' œil étincelant ,# Et , comme l' hippogriffe , en une heure volant# De la Norwége à la Nubie ;# Je veux un kiosque rouge , à les minarets dorés ,# À les minces colonnes d' albâtre ,# À les fantasques arceaux , d' œufs pendant décorés ,",fr-6148
fr,GAU279,Q525811,Q47476,de le Généralife A l' Alhambra,"GAUTIER, Théophile",1811,1872,Generalife,37.176944444444,-3.5852777777778,palace,palace,Alhambra,37.17634,-3.58821,palace,palace," De loin Grenade et l' Alhambra :# « Hier , dit-il , j' étais calife ;# Comme un dieu vivant adoré ,# Je passais de le Généralife# A l' Alhambra peint et doré !# J' avais , loin de les regards profanes ,# De les bassins à les flots diaphanes# Où se baignaient trois cents sultanes ;",fr-6310
fr,GAU295,Q1075988,Q217925,de le Louvre À le Champ-de-Mars,"GAUTIER, Théophile",1811,1872,Louvre Palace,48.861028,2.335886,palace,palace,Champ de Mars,48.85613,2.29803,city part,city part," A tous les carrefours , sous le pavé sublime ,# Gisent les saints martyrs morts pour la liberté !# Une terre jetée à la hâte les couvre .# Ceux-ci , gardiens muets , sont restés près de le Louvre# À le Champ-de-Mars lointain , ceux -là sont en exil ,# Le reste dort couché dans la fange de les halles ,# Et la foule enrouée , à les clameurs triviales ,# Étourdit leur sommeil avec son vain babil .",fr-6326
fr,GAU323,Q5684,Q100,de Babylone à Boston,"GAUTIER, Théophile",1811,1872,Babylon,32.5425,44.4211111111111,ancient city,ancient city,Boston,42.3602777777778,-71.0577777777778,city,city," À les locomotives Crampton ,# De l' Iliade à l' Oncle Tom ,# De Paul de Kock à Mélanchthon ,# Et de Babylone à Boston .# Dans le bruit , comment saura -t-on# Si l'on parle basque ou teuton ,# Haut-allemand ou bas-breton ?",fr-6353
fr,GRS3,Q1741,Q64,de Vienne à Berlin,"GRANDSARD, Charles",NA,NA,Vienna,48.2083333333333,16.3725,city,city,Berlin,52.516666666667,13.383333333333,city,city," Contemplèrent leurs bataillons ?# Que l' empire germain , si fier de son histoire ,# S' écroula d' un seul bloc à le vent de leurs drapeaux ,# Que de Vienne à Berlin , portés par la victoire ,# Ils allaient , allaient sans repos ?# Qu' après Madrid , plus tard , Grenade l' Andalouse ,# À le bruit de leurs tambours tressaillit et vibra ,",fr-6483
fr,HER60,Q208081,Q192438,de le Néthou jusqu' à Bègle,"HEREDIA, José-Maria",1842,1905,Aneto,42.6309916666667,0.656686111111111,mountain,mountain,Bègles,44.807777777778,-0.54888888888889,city,city," Moraines dont le vent , de le Néthou jusqu' à Bègle ,# Arrache , brûle et tord le froment et le seigle ,# Cols abrupts , lacs , forêts pleines d' ombre et de nids !# Antres sourds , noirs vallons que les anciens bannis ,",fr-6802
fr,HER85,Q199910,Q688660,de le Magdalena jusqu' à le Darien,"HEREDIA, José-Maria",1842,1905,Magdalena Department,10.1833333333333,-74.2333333333333,region,region,Darién Province,8.4083333333333,-77.915,region,region," Qu' un nom , un titre vain de comte ou de marquis .# Toi , tu fondas , orgueil de le sang dont je naquis ,# Dans la mer caraïbe une Carthage neuve ,# Et de le Magdalena jusqu' à le Darien qu' abreuve# L' Atrato , le sol rouge à la croix fut conquis .# Assise sur son île où l' océan déferle ,# Malgré les siècles , l' homme et la foudre et les vents ,",fr-6827
fr,HER108,Q1500472,Q168986,De le Raz jusqu' à Penmarcʼh,"HEREDIA, José-Maria",1842,1905,Pointe du Raz,48.040277777778,-4.7411111111111,cape,cape,Penmarch,47.812222222222,-4.3377777777778,city,city," De le Raz jusqu' à Penmarcʼh la côte entière fume ,# Et seuls , contre le vent qui rebrousse leur plume ,# À travers la tempête errent les goëlands .# L' une après l' autre , avec de furieux élans ,",fr-6850
